workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
242,condition1,fast,fast-slow,fast,M,David,driver,,,0,positive,54,55,81,95,"""His driving was fast.""",14,F,Rebecca,,main_stimulus,human,normal,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,83,10,16,26,"""It's gross.""",15,M,Ethan,negative,control,listener,,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,big,big-small,big,,,succulent,,,1,positive,61,36,41,79,"""The succulent wasn't big.""",16,F,Sarah,,main_stimulus,thing,normal,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,67,59,76,59,"""It's entertaining.""",17,M,Mark,positive,control,listener,,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,8,94,17,9,"""It's tasty.""",18,F,Sarah,negative,control,listener,,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,slow,fast-slow,slow,F,Jessica,driver,,,1,negative,64,28,55,15,"""Her driving wasn't slow.""",19,M,Justin,,main_stimulus,human,flipped,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
242,condition1,good,good-bad,bad,M,Daniel,presentation,,,0,positive,6,4,71,3,"""His presentation was good.""",20,F,Emma,,main_stimulus,human,flipped,[],26,Yes,,4,0,1,Male,English,Firefox,Windows,864,1536,39.5083,
216,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,69,0,100,0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,68,50,100,100,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,100,100,100,100,"""It's entertaining.""",5,M,Mark,positive,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,100,50,100,100,"""It's boring.""",6,F,Caroline,positive,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,100,100,100,100,"""It's tasty.""",7,F,Dora,positive,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,64,63,0,100,"""It's gross.""",8,M,Ethan,negative,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,75,67,0,100,"""It's tasty.""",9,F,Sarah,negative,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,100,38,0,100,"""It's boring.""",10,F,Lucy,negative,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,long,long-short,long,,,trail,,,1,positive,100,52,0,100,"""The trail wasn't long.""",11,M,Edward,,main_stimulus,thing,normal,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,small,big-small,small,,,succulent,,,1,negative,66,64,1,1,"""The succulent wasn't small.""",12,M,Brian,,main_stimulus,thing,flipped,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,60,67,0,100,"""It's entertaining.""",13,M,George,negative,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,short,long-short,long,M,Edward,speech,,,0,negative,35,63,0,100,"""His speech was short.""",14,F,Julie,,main_stimulus,human,normal,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,bad,good-bad,bad,,,weather,,,0,negative,33,35,0,0,"""The weather was bad.""",15,F,Jennifer,,main_stimulus,thing,flipped,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,big,big-small,small,F,Virginia,party,,,1,positive,29,62,0,0,"""Her party wasn't big.""",16,M,Eric,,main_stimulus,human,flipped,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,good,good-bad,good,,,weather,,,0,positive,92,77,100,100,"""The weather was good.""",17,F,Emma,,main_stimulus,thing,normal,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,fast,fast-slow,slow,F,Julie,driver,,,0,positive,84,39,100,0,"""Her driving was fast.""",18,M,Samuel,,main_stimulus,human,flipped,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,100,39,99,0,"""It's gross.""",19,M,Robert,positive,control,listener,,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
216,condition1,slow,fast-slow,fast,M,Alexander,driver,,,1,negative,85,70,100,98,"""His driving wasn't slow.""",20,F,Stephanie,,main_stimulus,human,normal,[],55,Yes,ty,1,1,1,Female,English,Firefox,Windows,768,1366,12.944633333333334,
249,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,100,0,100,0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,100,100,100,100,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,good,good-bad,bad,,,weather,,,1,positive,100,50,0,0,"""The weather wasn't good.""",5,M,Donald,,main_stimulus,thing,flipped,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,slow,fast-slow,slow,M,Anthony,driver,,,0,negative,100,100,0,0,"""His driving was slow.""",6,F,Emily,,main_stimulus,human,flipped,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,bad,good-bad,bad,M,Michael,presentation,,,1,negative,100,0,100,0,"""His presentation wasn't bad.""",7,F,Linda,,main_stimulus,human,flipped,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0,100,0,100,"""It's entertaining.""",8,M,George,negative,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,small,big-small,big,,,succulent,,,0,negative,100,0,0,100,"""The succulent was small.""",9,F,Mary,,main_stimulus,thing,normal,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,92,100,100,100,"""It's entertaining.""",10,M,Mark,positive,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,100,0,0,100,"""It's gross.""",11,M,Ethan,negative,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,big,big-small,big,F,Julie,party,,,0,positive,100,100,100,100,"""Her party was big.""",12,M,Gary,,main_stimulus,human,normal,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,94,95,100,100,"""It's tasty.""",13,F,Dora,positive,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0,0,100,100,"""It's boring.""",14,F,Caroline,positive,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,fast,fast-slow,slow,,,zebra,,,0,positive,100,0,100,0,"""The zebra was fast.""",15,F,Christina,,main_stimulus,thing,flipped,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0,100,0,100,"""It's tasty.""",16,F,Sarah,negative,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,long,long-short,long,,,trail,,,1,positive,100,0,0,100,"""The trail wasn't long.""",17,M,Joshua,,main_stimulus,thing,normal,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,100,0,0,100,"""It's boring.""",18,F,Lucy,negative,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,short,long-short,long,F,Sandra,speech,,,1,negative,100,100,100,100,"""Her speech wasn't short.""",19,M,Brian,,main_stimulus,human,normal,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
249,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0,0,100,100,"""It's gross.""",20,M,Robert,positive,control,listener,,[],53,Yes,N/A,1,1,1,Male,English,Chrome,Windows,1200,1600,12.290583333333334,
265,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,35,34,76,14,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,29,30,76,75,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,10,11,85,36,"""It's gross.""",5,M,Robert,positive,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,slow,fast-slow,fast,F,Diane,driver,,,0,negative,40,39,38,90,"""Her driving was slow.""",6,M,John,,main_stimulus,human,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,long,long-short,long,,,trail,,,1,positive,40,41,64,81,"""The trail wasn't long.""",7,M,Nicholas,,main_stimulus,thing,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,59,77,89,86,"""It's entertaining.""",8,M,Mark,positive,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,54,68,16,64,"""It's entertaining.""",9,M,George,negative,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,58,50,87,87,"""It's tasty.""",10,F,Dora,positive,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,39,84,11,89,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,good,good-bad,good,,,weather,,,0,positive,45,66,92,90,"""The weather was good.""",12,F,Stephanie,,main_stimulus,thing,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,good,good-bad,good,,,weather,,,0,positive,40,66,92,90,"""The weather was good.""",12,F,Stephanie,,main_stimulus,thing,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,short,long-short,short,,,trail,,,1,negative,45,45,58,19,"""The trail wasn't short.""",13,M,Joseph,,main_stimulus,thing,flipped,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,bad,good-bad,bad,,,weather,,,0,negative,40,55,70,14,"""The weather was bad.""",14,F,Anna,,main_stimulus,thing,flipped,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,56,16,13,86,"""It's boring.""",15,F,Lucy,negative,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,big,big-small,big,F,Jennifer,party,,,1,positive,42,31,38,92,"""Her party wasn't big.""",16,M,Justin,,main_stimulus,human,normal,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,68,27,86,87,"""It's boring.""",17,F,Caroline,positive,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,small,big-small,small,M,Nicholas,party,,,1,negative,43,22,59,14,"""His party wasn't small.""",18,F,Dorothy,,main_stimulus,human,flipped,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,65,19,12,88,"""It's gross.""",19,M,Ethan,negative,control,listener,,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
265,condition1,fast,fast-slow,slow,F,Michelle,driver,,,0,positive,32,23,69,31,"""Her driving was fast.""",20,M,Benjamin,,main_stimulus,human,flipped,[],27,Yes,,4,2,1,Female,English,Firefox,Linux,1080,1920,7.28275,
280,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,100,49,100,0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,100,49,100,100,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,100,47,0,100,"""It's gross.""",5,M,Ethan,negative,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,100,48,100,100,"""It's tasty.""",6,F,Dora,positive,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,big,big-small,small,M,Frank,party,,,1,positive,100,49,0,0,"""His party wasn't big.""",7,F,Ruth,,main_stimulus,human,flipped,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,100,48,0,100,"""It's boring.""",8,F,Lucy,negative,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,100,51,100,100,"""It's boring.""",9,F,Caroline,positive,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,fast,fast-slow,fast,F,Catherine,driver,,,1,positive,100,49,0,100,"""Her driving wasn't fast.""",10,M,Ryan,,main_stimulus,human,normal,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,good,good-bad,good,,,weather,,,0,positive,100,49,100,100,"""The weather was good.""",11,F,Rachel,,main_stimulus,thing,normal,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,100,50,100,100,"""It's entertaining.""",12,M,Mark,positive,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,bad,good-bad,good,,,weather,,,1,negative,99,48,79,100,"""The weather wasn't bad.""",13,F,Christina,,main_stimulus,thing,normal,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,100,100,0,100,"""It's tasty.""",14,F,Sarah,negative,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,slow,fast-slow,fast,F,Deborah,driver,,,0,negative,100,51,0,100,"""Her driving was slow.""",15,M,Edward,,main_stimulus,human,normal,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,short,long-short,short,,,trail,,,0,negative,100,49,0,0,"""The trail was short.""",16,M,George,,main_stimulus,thing,flipped,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,long,long-short,short,,,trail,,,1,positive,100,48,0,0,"""The trail wasn't long.""",17,M,Jack,,main_stimulus,thing,flipped,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,small,big-small,small,F,Melissa,party,,,0,negative,99,45,0,0,"""Her party was small.""",18,M,Benjamin,,main_stimulus,human,flipped,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,100,47,100,100,"""It's gross.""",19,M,Robert,positive,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
280,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,100,99,0,100,"""It's entertaining.""",20,M,George,negative,control,listener,,[],38,Yes,"Everything went well! I was curious about what exactly was meant by the positivity questions, but I assume that was part of the study. Thank you for the opportunity!",3,2,1,Female,English,Chrome,Mac,900,1440,5.80235,
123,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,95,16,95,5,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,1080,1920,6.83525,
123,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,100,86,100,100,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],30,Yes,,3,1,1,Female,English,Chrome,Windows,1080,1920,6.83525,
